Employee_ID,Job_Title,Department,Role_Level,Employee_Persona,Hire_Date,Tenure_Years,Experience_Years,Domain_Expertise_Years,Salary_INR,Salary_to_Experience_Ratio,Performance_Rating_Current,Perf_Hist_1,Perf_Hist_2,Perf_Hist_3,Perf_Trend_Slope,Recent_Performance_Delta,Performance_Volatility,Weekly_Workload_Hours,Workload_to_Capacity_Ratio,Active_Task_Count,Completed_Tasks_30d,Task_Completion_Rate,Task_Overdue_Count,Overtime_Hours_30d,After_Hours_Activity_Hours,Avg_Daily_Meeting_Hours,Task_Switch_Frequency,Focus_Time_Ratio,Avg_Response_Time_Hours,Current_Day_of_Week,Days_Until_Deadline,Is_Quarter_End,Project_Phase,Days_Since_Vacation,Leave_Days_3m,Self_Reported_Stress,Sentiment_Score,Language_Tone_Stress_Index,Physio_Proxy_HRV,Survey_Wellbeing_Score,Skill_Role_Match_Score,Learning_Capacity_Score,Capacity_Score,Team_Size,Direct_Reports_Count,Collaboration_Intensity_Score,Manager_Support_Score,Communication_Frequency_Score,Incoming_Task_Complexity,Incoming_Task_Complexity_Score,Incoming_Task_Estimated_Hours,Incoming_Task_Skill_Match,Incoming_Task_Urgency,Incoming_Task_Urgency_Score,CLI_v2,Risk_Category,Delta_if_Assign,Delta_no_Assign,Recommendation,Attrition_Label
EMP205314,DevOps Engineer,Engineering,Mid,Sensitive,2017-01-08,8.84,16.0,7.62,1524687,0.0,3.9,4.35,4.4,3.9,-0.225,-0.5,0.225,44.94,1.175,10,33,0.75,4,14.8,0.0,1.04,13,0.95,4.27,2,3,0,Development,85,1,5.0,-0.376,1.0,60.81,36.36,1.0,0.399,0.85,5,0,0.364,0.663,0.547,Medium,0.5,12.54,0.839,Low,0.25,0.442,Medium,-1.082,-0.139,DoNotAssign,0
EMP205315,QA Engineer,Engineering,Mid,Workaholic,2008-11-18,16.98,16.98,16.98,598410,0.0,4.56,4.79,4.86,4.56,-0.115,-0.3,0.128,34.34,0.694,6,25,0.781,0,9.8,3.78,0.52,8,0.95,6.48,1,3,0,Testing,7,3,4.28,0.126,0.642,79.93,59.82,1.0,0.939,1.1,7,0,0.307,0.851,0.1,Medium,0.5,14.33,0.948,Medium,0.5,0.297,Low,-0.596,-0.078,AssignWithSupport,0
EMP205316,QA Engineer,Engineering,Junior,Resilient,2007-08-26,18.21,22.0,18.28,1099418,0.0,3.32,3.49,3.71,3.32,-0.085,-0.39,0.16,20.0,0.356,4,13,0.722,0,0.0,6.43,0.31,7,0.95,5.4,0,14,0,Planning,13,0,1.93,0.781,0.141,82.45,100.0,1.0,0.643,1.25,10,0,0.764,0.935,0.336,High,0.75,15.68,1.0,Medium,0.5,0.145,Low,-0.465,-0.0,Assign,0
EMP205317,HR Associate,HR,Lead,Sensitive,2010-06-02,15.44,19.0,11.65,2112345,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,52.06,1.361,6,11,0.611,0,28.3,3.01,0.89,8,0.729,4.12,3,3,0,Development,76,2,3.34,-0.092,0.999,48.94,36.01,1.0,0.501,0.85,10,0,0.781,0.576,0.205,Medium,0.5,11.21,0.772,Low,0.25,0.351,Medium,-1.337,-0.031,DoNotAssign,1
EMP205318,Software Engineer II,Engineering,Junior,Balanced,2007-02-28,18.7,30.0,18.66,437294,0.0,1.0,1.54,1.28,1.0,-0.27,-0.28,0.221,20.0,0.444,4,0,0.0,2,0.0,0.0,1.3,6,0.808,1.51,4,7,0,Testing,163,1,3.38,-0.056,0.648,68.03,70.01,1.0,0.355,1.0,20,0,1.0,0.573,0.1,Medium,0.5,12.63,1.0,Medium,0.5,0.251,Low,-0.492,-0.056,Assign,0
EMP205319,Sales Executive,Sales,Mid,Balanced,2015-09-17,10.15,10.15,8.66,1665543,0.001,4.39,4.13,4.28,4.39,0.13,0.11,0.107,48.73,1.083,8,21,0.7,1,14.9,6.97,1.41,10,0.95,3.37,1,7,0,Maintenance,83,2,3.49,-0.119,0.767,91.03,46.08,1.0,1.0,1.0,7,0,0.595,0.817,0.597,Medium,0.5,15.5,0.744,High,0.75,0.335,Medium,-0.853,-0.05,AssignWithSupport,0
EMP205320,Finance Analyst,Finance,Junior,Workaholic,2006-06-16,19.4,20.0,14.95,1097830,0.0,3.44,2.69,2.94,3.44,0.375,0.5,0.312,20.0,0.404,7,14,0.636,2,12.0,0.73,1.05,7,0.95,2.97,4,30,0,Planning,55,0,3.39,-0.197,0.66,67.38,76.2,1.0,0.78,1.1,7,0,0.603,0.587,0.453,Low,0.25,8.56,0.959,High,0.75,0.25,Low,-0.736,-0.0,AssignWithSupport,0
EMP205321,Sales Executive,Sales,Junior,Balanced,2009-08-29,16.2,21.0,12.65,375447,0.0,3.08,3.11,2.91,3.08,-0.015,0.17,0.088,56.28,1.251,8,11,0.55,2,58.9,9.5,1.85,13,0.858,5.55,1,7,0,Development,91,2,3.94,0.027,0.89,63.76,42.68,1.0,0.458,1.0,3,0,0.372,0.654,0.504,Low,0.25,12.47,1.0,Medium,0.5,0.412,Medium,-1.48,-0.0,DoNotAssign,1
EMP205322,Product Manager,Other,Junior,Resilient,2014-03-06,11.68,14.0,11.13,442371,0.0,4.48,4.4,4.44,4.48,0.04,0.04,0.033,85.0,1.511,12,44,0.772,4,120.0,15.99,2.1,16,0.919,4.19,3,14,0,Planning,143,17,2.82,-0.011,0.768,71.28,88.53,1.0,0.826,1.25,3,1,0.603,0.9,0.744,Medium,0.5,21.54,0.648,Medium,0.5,0.442,Medium,-1.44,-0.066,DoNotAssign,0
EMP205323,Senior Data Scientist,DataScience,C-Level,Struggling,2014-11-20,10.97,12.0,10.0,10535616,0.003,1.6,1.7,1.44,1.6,-0.05,0.16,0.107,65.88,2.091,12,7,0.35,4,89.7,7.7,0.94,15,0.781,7.39,3,1,0,Maintenance,63,2,4.87,-0.063,1.0,52.0,30.57,0.737,0.804,0.7,5,0,0.323,0.771,0.335,Low,0.25,9.01,1.0,High,0.75,0.571,High,-1.8,-0.09,DoNotAssign,0
EMP205324,HR Associate,HR,Junior,Sensitive,2016-10-17,9.07,14.0,9.08,1720707,0.0,2.72,2.69,2.86,2.72,0.015,-0.14,0.074,30.72,0.803,6,7,0.5,1,5.9,5.34,2.17,13,0.802,4.68,1,30,0,Development,27,1,5.0,0.096,0.855,45.74,42.56,1.0,0.842,0.85,20,0,1.0,0.777,0.577,Medium,0.5,18.51,1.0,Medium,0.5,0.386,Medium,-0.822,-0.197,AssignWithSupport,0
EMP205325,Finance Analyst,Finance,Mid,Balanced,2019-09-20,6.14,8.0,6.44,1842885,0.001,2.34,3.03,2.63,2.34,-0.345,-0.29,0.283,24.25,0.539,5,5,0.455,3,0.0,0.0,1.11,8,0.838,1.87,1,3,0,Development,112,1,2.56,0.359,0.616,79.7,70.73,0.973,0.597,1.0,10,0,0.561,0.766,0.269,Medium,0.5,12.77,0.777,Medium,0.5,0.226,Low,-0.556,-0.0,AssignWithSupport,0
EMP205326,Senior Product Manager,Other,Junior,Balanced,2005-12-26,19.87,20.0,15.21,1581843,0.0,2.74,2.67,2.84,2.74,0.035,-0.1,0.07,20.87,0.464,7,12,0.6,2,3.5,0.0,3.7,8,0.673,2.59,3,7,0,Testing,23,4,3.99,-0.05,0.678,70.85,62.02,1.0,0.494,1.0,3,4,0.861,0.961,0.933,Medium,0.5,18.83,1.0,High,0.75,0.305,Medium,-0.754,-0.079,AssignWithSupport,0
EMP205327,Marketing Manager,Marketing,Junior,Sensitive,2006-09-07,19.18,23.0,15.16,1107812,0.0,5.0,4.96,4.86,5.0,0.02,0.14,0.059,69.33,1.813,13,48,0.774,2,107.9,3.46,4.55,22,0.864,5.67,2,30,0,Testing,22,0,5.0,0.049,1.0,27.39,27.86,1.0,0.576,0.85,10,5,1.0,0.645,1.0,Medium,0.5,30.73,0.791,Medium,0.5,0.523,Medium,-1.8,-0.092,DoNotAssign,0
EMP205328,Business Analyst,Finance,Junior,Struggling,2006-04-09,19.59,23.0,16.37,1199557,0.0,3.66,4.1,4.02,3.66,-0.22,-0.36,0.191,20.0,0.635,6,22,0.759,3,2.1,0.0,1.21,11,0.908,1.91,4,30,0,Development,64,2,4.82,0.514,0.959,49.76,47.37,1.0,0.588,0.7,7,0,0.591,0.724,0.36,Low,0.25,14.63,1.0,High,0.75,0.318,Medium,-0.749,-0.046,AssignWithSupport,0
EMP205329,Customer Success Manager,CustomerSuccess,Mid,Balanced,2013-10-29,12.03,14.0,11.61,1607517,0.0,3.6,3.31,3.24,3.6,0.145,0.36,0.156,85.09,1.891,11,29,0.707,2,120.0,7.55,2.37,13,0.834,5.67,4,30,0,Planning,122,1,4.64,-0.575,1.0,58.83,18.35,1.0,0.847,1.0,3,2,0.625,0.686,1.0,Low,0.25,12.85,0.923,Medium,0.5,0.525,Medium,-1.8,-0.158,DoNotAssign,0
EMP205330,C-Level Executive,Executive,Junior,Resilient,2005-11-15,19.99,22.0,17.35,709748,0.0,4.0,4.29,4.1,4.0,-0.145,-0.1,0.12,67.87,1.207,15,48,0.75,3,97.4,9.15,1.01,20,0.95,4.32,0,14,0,Planning,43,1,3.39,-0.222,0.685,83.59,50.58,1.0,0.562,1.25,7,4,0.498,0.711,0.491,Medium,0.5,18.32,1.0,Urgent,1.0,0.425,Medium,-1.44,-0.157,DoNotAssign,0
EMP205331,UX Designer,Other,Junior,Struggling,2020-07-24,5.3,6.0,4.53,1316290,0.001,2.57,3.39,2.81,2.57,-0.41,-0.24,0.344,20.0,0.635,6,17,0.708,0,0.0,0.0,2.1,12,0.793,2.97,4,7,0,Deployment,16,4,5.0,-0.183,1.0,63.15,41.96,0.619,0.901,0.7,7,0,0.704,0.258,0.679,Medium,0.5,18.12,0.736,Medium,0.5,0.347,Medium,-1.064,-0.015,DoNotAssign,0
EMP205332,Marketing Manager,Marketing,Junior,Balanced,2009-08-26,16.21,21.0,17.14,1303897,0.0,5.0,4.95,5.0,5.0,0.025,0.0,0.024,20.0,0.444,4,14,0.737,1,1.5,0.0,2.6,8,0.95,2.34,4,30,0,Testing,127,2,2.82,0.289,0.286,92.28,78.0,1.0,0.828,1.0,10,5,0.97,0.783,0.787,Medium,0.5,14.58,0.83,High,0.75,0.196,Low,-0.639,-0.0,AssignWithSupport,0
EMP205333,Machine Learning Engineer,Engineering,Junior,Balanced,2024-08-03,1.27,3.0,3.0,727386,0.001,2.42,1.87,2.31,2.42,0.275,0.11,0.238,20.78,0.462,6,3,0.3,1,0.0,2.96,1.5,12,0.744,2.26,4,30,0,Planning,56,2,3.1,0.185,0.664,67.17,72.58,0.316,1.0,1.0,10,0,0.595,0.85,0.599,Medium,0.5,17.36,0.382,High,0.75,0.265,Low,-0.711,-0.052,AssignWithSupport,0
EMP205334,Research Scientist,R&D,Lead,Balanced,2015-02-23,10.71,11.0,11.0,3113282,0.001,3.9,3.37,3.51,3.9,0.265,0.39,0.224,26.0,0.578,4,9,0.643,0,7.4,0.0,1.69,8,0.95,2.02,4,30,0,Development,16,2,2.93,0.427,0.596,79.45,72.25,1.0,0.8,1.0,5,0,0.481,0.489,0.5,High,0.75,27.05,0.911,High,0.75,0.194,Low,-0.618,-0.062,AssignWithSupport,0
EMP205335,Data Scientist II,DataScience,Lead,Workaholic,2014-04-24,11.55,11.55,11.55,4918101,0.002,2.4,3.15,2.85,2.4,-0.375,-0.45,0.308,76.83,1.552,11,24,0.667,2,109.4,3.15,1.71,13,0.871,3.97,0,30,0,Testing,85,8,4.46,-0.692,0.872,50.46,47.3,0.773,0.611,1.1,10,0,0.77,0.662,0.578,Low,0.25,17.67,1.0,High,0.75,0.468,Medium,-1.636,-0.144,DoNotAssign,0
EMP205336,Director of Engineering,Engineering,Junior,Resilient,2021-04-13,4.58,8.0,8.0,699915,0.0,4.24,4.36,4.38,4.24,-0.06,-0.14,0.062,20.0,0.356,7,23,0.742,2,3.2,0.0,1.68,13,0.95,1.54,0,7,0,Testing,151,3,2.1,0.5,0.129,95.75,96.57,0.938,0.83,1.25,10,4,0.797,0.842,0.531,Medium,0.5,14.49,0.738,Medium,0.5,0.181,Low,-0.458,-0.0,Assign,0
EMP205337,Marketing Manager,Marketing,Mid,Sensitive,2019-11-16,5.98,7.0,7.0,1029315,0.001,3.05,3.35,2.82,3.05,-0.15,0.23,0.217,20.0,0.523,7,14,0.636,1,0.6,0.0,2.49,12,0.817,2.53,2,30,0,Deployment,237,1,4.71,-0.027,0.979,43.9,51.35,0.608,0.874,0.85,15,3,1.0,0.705,0.558,Medium,0.5,17.27,0.321,Urgent,1.0,0.331,Medium,-0.805,-0.11,AssignWithSupport,0
EMP205338,Business Analyst,Finance,Senior,Balanced,2017-09-01,8.19,8.19,6.24,3690462,0.002,3.09,2.87,2.93,3.09,0.11,0.16,0.093,23.0,0.511,4,5,0.5,2,0.0,10.69,1.62,10,0.832,2.78,4,7,0,Development,120,5,2.5,0.212,0.543,82.06,65.17,0.925,0.877,1.0,7,0,0.715,0.708,0.465,High,0.75,20.72,0.91,Low,0.25,0.264,Low,-0.392,-0.04,Assign,0
EMP205339,Director of Engineering,Engineering,Junior,Resilient,2024-07-03,1.36,1.36,1.36,623977,0.002,3.24,2.72,3.02,3.24,0.26,0.22,0.213,24.53,0.436,4,8,0.615,0,0.0,0.0,2.89,9,0.767,2.73,1,14,0,Development,25,3,1.0,0.216,0.272,98.11,95.99,0.508,0.989,1.25,5,3,0.665,0.852,0.752,Medium,0.5,12.55,0.685,Low,0.25,0.147,Low,-0.285,-0.0,Assign,0
EMP205340,Data Scientist II,DataScience,Senior,Balanced,2013-10-22,12.05,14.0,9.96,2159724,0.001,3.67,3.14,3.49,3.67,0.265,0.18,0.22,29.38,0.653,5,17,0.739,1,0.0,0.0,1.12,10,0.95,3.54,1,1,0,Maintenance,111,0,3.53,-0.016,0.679,68.44,77.42,1.0,0.837,1.0,7,0,0.454,0.609,0.416,High,0.75,18.11,1.0,Medium,0.5,0.271,Low,-0.353,-0.0,Assign,0
EMP205341,Staff Engineer,Engineering,Lead,Balanced,2021-11-12,3.99,6.0,5.83,3321483,0.002,3.32,3.24,3.3,3.32,0.04,0.02,0.034,33.08,0.735,7,16,0.667,2,5.0,5.4,0.87,14,0.95,3.36,0,3,0,Development,128,3,3.91,-0.248,0.549,70.6,65.87,0.889,1.0,1.0,5,0,0.228,0.638,0.381,Medium,0.5,11.5,0.881,High,0.75,0.349,Medium,-0.629,-0.054,AssignWithSupport,0
EMP205342,UX Designer,Other,Junior,Balanced,2012-12-05,12.93,15.0,9.99,757511,0.0,2.45,2.98,2.73,2.45,-0.265,-0.28,0.216,72.97,1.622,11,14,0.538,2,113.4,10.71,1.41,16,0.878,5.8,3,3,0,Development,210,0,5.0,-0.475,0.929,46.54,21.4,1.0,0.803,1.0,5,0,0.295,0.487,0.73,Low,0.25,12.41,0.926,Medium,0.5,0.53,Medium,-1.8,-0.102,DoNotAssign,0
EMP205343,Engineering Manager,Engineering,Junior,Resilient,2022-06-27,3.37,5.0,4.14,1143750,0.001,3.94,4.9,4.18,3.94,-0.48,-0.24,0.408,23.4,0.416,2,7,0.7,0,0.0,0.91,1.63,8,0.95,3.88,0,1,0,Planning,218,5,2.57,0.215,0.265,108.47,99.4,0.814,0.835,1.25,5,0,0.617,0.784,0.417,Medium,0.5,12.59,0.645,Low,0.25,0.189,Low,-0.079,-0.053,Assign,0
EMP205344,HR Associate,HR,Lead,Balanced,2010-05-31,15.45,15.45,14.15,6646069,0.002,2.52,2.32,2.71,2.52,0.1,-0.19,0.159,66.92,1.487,8,13,0.591,3,70.6,4.2,1.21,15,0.95,5.1,4,14,0,Deployment,91,1,5.0,-0.167,0.995,63.47,47.89,0.947,0.842,1.0,20,0,1.0,0.615,0.462,Low,0.25,7.29,1.0,High,0.75,0.474,Medium,-1.8,-0.047,DoNotAssign,0
EMP205345,Data Scientist I,DataScience,Mid,Workaholic,2011-01-13,14.83,15.0,10.99,1531678,0.0,3.25,2.8,3.02,3.25,0.225,0.23,0.184,63.8,1.289,10,16,0.593,3,83.7,8.68,1.86,15,0.861,5.3,0,14,0,Development,76,5,5.0,0.184,1.0,43.16,33.63,0.955,0.607,1.1,3,0,0.547,0.418,0.625,Medium,0.5,12.89,0.925,Medium,0.5,0.463,Medium,-1.636,-0.072,DoNotAssign,0
EMP205346,HR Associate,HR,Junior,Balanced,2019-02-21,6.72,12.0,8.99,1136032,0.0,4.66,5.0,4.55,4.66,-0.17,0.11,0.192,44.18,0.982,9,17,0.63,3,18.9,0.0,1.76,15,0.95,3.17,2,7,0,Deployment,17,2,3.37,0.733,0.795,68.53,60.75,1.0,0.966,1.0,10,0,1.0,0.395,0.666,Medium,0.5,16.7,0.786,Low,0.25,0.301,Medium,-0.961,-0.05,AssignWithSupport,0
EMP205347,C-Level Executive,Executive,Junior,Balanced,2009-06-09,16.42,22.0,12.96,807336,0.0,4.05,3.56,3.84,4.05,0.245,0.21,0.201,24.96,0.555,4,0,0.0,3,0.0,0.0,2.65,10,0.922,4.54,2,30,0,Deployment,32,1,1.8,0.359,0.434,91.36,75.55,1.0,0.921,1.0,10,6,1.0,0.776,0.589,High,0.75,21.82,1.0,Medium,0.5,0.208,Low,-0.404,-0.076,Assign,0
EMP205348,Business Analyst,Finance,Junior,Sensitive,2009-10-12,16.08,20.0,14.15,1100817,0.0,2.0,2.64,2.4,2.0,-0.32,-0.4,0.264,21.54,0.563,3,4,0.5,1,15.4,0.0,1.23,5,0.753,2.11,2,30,1,Maintenance,20,2,4.86,-0.624,1.0,47.67,39.72,1.0,0.631,0.85,10,0,0.802,0.595,0.309,High,0.75,28.06,0.976,Medium,0.5,0.339,Medium,-0.766,-0.062,AssignWithSupport,0
EMP205349,Operations Manager,Operations,Mid,Balanced,2011-05-15,14.49,18.0,14.27,1669082,0.0,4.92,4.42,4.76,4.92,0.25,0.16,0.208,70.01,1.556,8,30,0.769,0,106.8,6.57,2.17,12,0.95,3.94,2,7,1,Deployment,60,2,4.66,0.526,1.0,49.76,58.68,1.0,1.0,1.0,5,3,0.571,0.629,0.67,Low,0.25,7.08,1.0,Urgent,1.0,0.389,Medium,-1.8,-0.169,DoNotAssign,1
EMP205350,Director of Engineering,Engineering,Mid,Resilient,2019-03-01,6.7,11.0,7.23,1239337,0.0,3.98,3.86,3.85,3.98,0.06,0.13,0.059,44.28,0.787,7,24,0.75,0,6.5,4.02,2.72,7,0.812,3.09,3,7,0,Development,354,3,2.34,0.167,0.312,84.44,63.06,0.836,0.974,1.25,20,3,1.0,0.704,0.737,Low,0.25,9.35,0.848,Medium,0.5,0.251,Low,-0.403,-0.031,Assign,0
EMP205351,Marketing Manager,Marketing,C-Level,Balanced,2023-07-21,2.31,2.31,2.31,7200177,0.012,2.27,2.28,2.43,2.27,-0.005,-0.16,0.073,29.0,0.644,4,8,0.615,1,0.0,0.0,3.21,8,0.528,4.39,2,30,0,Planning,59,2,4.11,-1.0,0.745,72.21,52.78,0.493,0.833,1.0,20,3,1.0,0.86,0.849,Medium,0.5,11.8,0.448,Medium,0.5,0.385,Medium,-0.437,-0.059,AssignWithSupport,0
EMP205352,Senior Data Scientist,DataScience,Junior,Balanced,2019-01-26,6.79,9.0,5.25,1548805,0.001,1.73,1.97,1.91,1.73,-0.12,-0.18,0.102,83.08,1.846,10,14,0.56,1,120.0,13.44,0.98,13,0.799,6.41,0,30,0,Development,12,2,5.0,-0.408,1.0,45.05,37.57,0.775,0.676,1.0,15,0,0.919,0.617,0.642,Medium,0.5,27.16,0.957,Urgent,1.0,0.54,Medium,-1.8,-0.125,DoNotAssign,1
EMP205353,Customer Success Manager,CustomerSuccess,Mid,Struggling,2022-04-08,3.59,3.59,3.59,1727671,0.002,1.69,2.22,1.81,1.69,-0.265,-0.12,0.227,49.73,1.579,8,14,0.609,2,34.2,0.01,2.31,13,0.707,5.2,4,14,0,Development,71,2,5.0,-1.0,0.892,60.34,32.16,0.427,0.85,0.7,7,6,0.567,0.244,0.863,Medium,0.5,17.99,0.581,Medium,0.5,0.521,Medium,-1.8,-0.066,DoNotAssign,0
EMP205354,Senior Software Engineer,Engineering,Mid,Balanced,2016-05-03,9.52,9.52,7.37,2004006,0.001,4.3,4.48,4.2,4.3,-0.09,0.1,0.116,25.0,0.556,5,14,0.7,2,0.0,0.0,0.37,7,0.95,3.47,4,1,0,Development,54,1,3.38,0.259,0.469,81.41,71.85,1.0,0.624,1.0,5,0,0.1,0.677,0.101,High,0.75,18.12,1.0,Medium,0.5,0.24,Low,-0.445,-0.075,Assign,0
EMP205355,Senior Product Manager,Other,Junior,Balanced,2006-06-10,19.42,23.0,17.47,663165,0.0,4.36,3.74,4.06,4.36,0.31,0.3,0.253,50.25,1.117,6,19,0.731,3,30.3,0.0,2.97,13,0.95,3.28,1,3,0,Deployment,7,3,4.55,-0.071,0.941,53.77,53.36,1.0,0.758,1.0,5,1,0.869,0.534,0.806,Medium,0.5,22.34,1.0,Medium,0.5,0.39,Medium,-1.095,-0.111,DoNotAssign,0
EMP205356,Machine Learning Engineer,Engineering,Junior,Balanced,2007-02-05,18.76,24.0,15.73,1967313,0.0,2.03,1.89,2.07,2.03,0.07,-0.04,0.077,35.32,0.785,7,8,0.5,2,0.9,0.0,0.67,11,0.733,3.25,3,14,0,Development,84,0,3.77,-0.447,0.856,67.77,66.06,1.0,0.422,1.0,10,0,0.45,0.435,0.424,Medium,0.5,14.62,1.0,Medium,0.5,0.354,Medium,-0.448,-0.119,Assign,0
EMP205357,Senior Product Manager,Other,Lead,Struggling,2016-07-25,9.3,11.0,7.31,7120720,0.003,2.32,2.84,2.43,2.32,-0.26,-0.11,0.224,26.0,0.825,3,8,0.667,0,0.0,0.0,3.47,15,0.614,2.54,4,3,0,Development,139,1,5.0,0.032,1.0,41.26,12.11,1.0,0.54,0.7,3,2,0.883,0.635,1.0,Medium,0.5,21.28,1.0,Medium,0.5,0.386,Medium,-0.976,-0.125,AssignWithSupport,0
EMP205358,HR Associate,HR,Senior,Balanced,2011-11-03,14.02,21.0,13.25,3729121,0.001,4.48,3.9,3.98,4.48,0.29,0.5,0.257,38.96,0.866,9,22,0.688,2,0.0,0.0,1.23,13,0.95,3.37,0,14,0,Testing,16,4,3.12,0.076,0.501,86.31,63.17,1.0,0.561,1.0,10,0,0.617,0.542,0.444,High,0.75,19.25,1.0,Medium,0.5,0.294,Low,-0.729,-0.0,AssignWithSupport,0
EMP205359,Data Scientist II,DataScience,Mid,Balanced,2009-08-08,16.26,19.0,13.0,2446955,0.0,3.24,3.62,3.23,3.24,-0.19,0.01,0.182,35.17,0.782,4,10,0.667,2,3.7,0.0,1.4,7,0.894,2.25,0,7,0,Development,122,2,2.84,0.294,0.636,78.72,64.58,1.0,0.573,1.0,7,0,0.653,0.821,0.448,High,0.75,24.98,0.826,Medium,0.5,0.242,Low,-0.413,-0.075,Assign,0
EMP205360,DevOps Engineer,Engineering,Mid,Struggling,2014-09-22,11.13,12.0,9.43,892342,0.0,3.34,3.51,3.57,3.34,-0.085,-0.23,0.097,51.26,1.627,9,24,0.706,2,42.3,0.0,0.18,13,0.95,4.37,0,14,0,Development,165,1,5.0,-0.292,1.0,61.32,41.07,1.0,0.894,0.7,10,0,0.577,0.591,0.31,High,0.75,19.27,0.955,Medium,0.5,0.458,Medium,-1.8,-0.092,DoNotAssign,1
EMP205361,C-Level Executive,Executive,Junior,Resilient,2018-11-26,6.96,7.0,7.0,979668,0.001,3.97,3.99,4.28,3.97,-0.01,-0.31,0.142,23.48,0.417,7,26,0.765,1,0.0,1.54,4.55,13,0.727,1.72,4,7,0,Deployment,122,1,1.61,0.746,0.122,94.47,100.0,0.916,0.826,1.25,7,5,0.985,0.503,1.0,High,0.75,25.12,0.89,Low,0.25,0.177,Low,-0.465,-0.0,Assign,0
EMP205362,Senior Data Scientist,DataScience,Mid,Resilient,2013-01-11,12.83,18.0,11.26,734072,0.0,3.48,3.12,3.42,3.48,0.18,0.06,0.157,69.67,1.239,12,28,0.683,2,108.9,0.0,1.07,16,0.95,3.55,0,7,1,Development,27,1,2.71,-0.09,0.845,71.38,60.57,1.0,0.598,1.25,15,0,0.887,0.815,0.445,High,0.75,15.56,0.834,High,0.75,0.336,Medium,-1.44,-0.023,DoNotAssign,0
EMP205363,Machine Learning Engineer,Engineering,Mid,Resilient,2021-09-27,4.12,7.0,5.0,2368539,0.001,3.84,4.04,3.9,3.84,-0.1,-0.06,0.084,44.78,0.796,7,22,0.733,4,5.7,3.14,2.15,13,0.898,6.15,2,30,0,Planning,24,1,2.97,-0.067,0.307,108.02,91.3,0.842,1.0,1.25,15,0,1.0,0.744,0.675,Medium,0.5,11.5,0.748,Urgent,1.0,0.338,Medium,-0.544,-0.012,AssignWithSupport,0
EMP205364,Data Scientist I,DataScience,Mid,Workaholic,2020-05-28,5.45,10.0,7.7,1074669,0.0,4.97,5.0,5.0,4.97,-0.015,-0.03,0.014,45.21,0.913,8,23,0.719,0,36.5,1.74,2.53,9,0.95,4.14,4,3,0,Deployment,15,1,4.75,0.261,0.876,48.67,47.61,1.0,0.83,1.1,7,0,0.767,0.448,0.863,High,0.75,18.06,0.988,Medium,0.5,0.318,Medium,-1.157,-0.031,DoNotAssign,1
EMP205365,Sales Executive,Sales,C-Level,Resilient,2020-04-30,5.53,5.53,5.53,7868489,0.006,4.51,4.14,4.44,4.51,0.185,0.07,0.16,86.06,1.53,10,31,0.738,3,120.0,9.81,0.81,14,0.95,4.11,0,1,0,Development,224,2,3.34,0.236,0.675,83.61,81.11,0.74,1.0,1.25,3,0,0.142,0.912,0.342,Low,0.25,11.1,0.918,Medium,0.5,0.41,Medium,-1.44,-0.066,DoNotAssign,0
EMP205366,Data Scientist II,DataScience,Mid,Workaholic,2025-07-20,0.31,3.0,0.5,858621,0.001,4.01,3.63,3.8,4.01,0.19,0.21,0.155,32.19,0.65,5,16,0.727,0,0.0,0.0,1.62,10,0.95,3.63,4,7,0,Deployment,8,2,3.71,0.253,0.608,80.73,69.58,0.937,0.961,1.1,15,0,0.913,0.827,0.196,Low,0.25,6.84,0.845,High,0.75,0.252,Low,-0.256,-0.056,HighPriority,0
EMP205367,Site Reliability Engineer,Engineering,Junior,Balanced,2011-02-28,14.7,16.0,14.71,629190,0.0,4.3,4.38,4.33,4.3,-0.04,-0.03,0.033,32.06,0.712,6,22,0.759,0,8.2,0.0,0.45,10,0.95,4.7,2,30,0,Deployment,54,1,3.45,0.241,0.512,75.66,56.34,1.0,1.0,1.0,10,0,0.798,0.8,0.204,Low,0.25,8.26,0.896,Medium,0.5,0.253,Low,-0.642,-0.0,AssignWithSupport,0
EMP205368,Staff Engineer,Engineering,Senior,Resilient,2018-06-13,7.41,7.41,6.31,2237663,0.001,3.46,3.57,3.48,3.46,-0.055,-0.02,0.048,23.0,0.409,3,5,0.556,0,2.3,0.0,0.68,8,0.95,3.92,4,14,0,Development,41,1,1.06,0.876,0.148,85.75,100.0,0.751,0.799,1.25,3,0,0.11,0.768,0.1,Medium,0.5,19.47,0.655,Medium,0.5,0.092,Low,-0.168,-0.0,Assign,0
EMP205369,UX Designer,Other,Junior,Balanced,2022-11-05,3.01,5.0,4.45,1703849,0.001,4.25,3.93,3.86,4.25,0.16,0.39,0.17,22.14,0.492,3,13,0.765,2,0.2,0.0,0.37,8,0.95,2.07,0,3,0,Development,177,1,1.99,0.829,0.465,85.11,89.44,0.944,1.0,1.0,5,0,0.225,0.87,0.183,Critical,1.0,21.75,0.889,Urgent,1.0,0.153,Low,-0.609,-0.0,AssignWithSupport,0
